Sta #,VA Facility Location,ZIP 3,PBN,,,,,,,
663GE,"NORTH OLYMPIC PENINSULA VA CLINIC, WA",983,3,,,,,,,
663HK,"PUGET SOUND VA MOBILE CLINIC, WA",981,2,,,,,,,
663JA,"PORT ANGELES, WA",983,3,,,,,,,
663MA,"SEATTLE, WA (DES) (FORT LEWIS)",981,2,,,,,,,
663MB,"SEATTLE, WA (DES) (MCCHORD AFB)",981,2,,,,,,,
663MC,"SEATTLE, WA (DES) (BREMERTON NAV HOSP)",981,2,,,,,,,
663MD,"SEATTLE, WA (DES) (FORT OAK HARBOR NAV HOSP)",981,2,,,,,,,
664,"SAN DIEGO VA MEDICAL CENTER, CA",921,1,,,,,,,
6649AA,"SAN DIEGO NHC, CA",921,1,,,,,,,
664BV,"SAN DIEGO VA DOMICILIARY, CA",921,2,,,,,,,
664BY,"SAN DIEGO CBOC, CA",921,2,,,,,,,
664GA,"IMPERIAL VALLEY VA CLINIC, CA",922,2,,,,,,,
664GB,"OCEANSIDE VA CLINIC, CA",920,2,,,,,,,
664GC,"CHULA VISTA VA CLINIC, CA",919,2,,,,,,,
664GD,"ESCONDIDO VA CLINIC, CA",920,2,,,,,,,
664MA,"SAN DIEGO, CA (DES) (BALBOA NAVAL HOSPITAL)",921,2,,,,,,,
664MB,"SAN DIEGO, CA (DES) (CAMP PENDLETON)",921,2,,,,,,,
664QA,"RIO VA CLINIC, CA",921,2,,,,,,,
666,"SHERIDAN VA MEDICAL CENTER, WY",828,1,,,,,,,
666GB,"CASPER, WY",826,2,,,,,,,
666GC,"RIVERTON VA CLINIC, WY",825,2,,,,,,,
666GD,"POWELL VA CLINIC, WY",824,2,,,,,,,
666GE,"GILLETTE VA CLINIC, WY",827,2,,,,,,,
666GF,"ROCK SPRINGS CBOC, WY",829,2,,,,,,,
666QA,"AFTON VA CLINIC, WY",831,3,,,,,,,
666QB,"EVANSTON VA CLINIC, WY",829,3,,,,,,,
666QC,"WORLAND VA CLINIC, WY",824,3,,,,,,,
667,"OVERTON BROOKS VAMC, LA",711,1,,,,,,,
667GA,"TEXARKANA VA CLINIC, AR",718,2,,,,,,,
667GB,"MONROE VA CLINIC, LA",712,2,,,,,,,
667GC,"LONGVIEW VA CLINIC, TX",756,2,,,,,,,
667MA,"SHREVEPORT, LA (DES)",711,2,,,,,,,
667QA,"KNIGHT STREET VA CLINIC, LA",711,2,,,,,,,
668,"MANN-GRANDSTAFF VAMC, WA",992,1,,,,,,,
668GA,"WENATCHEE VA CLINIC, WA",988,2,,,,,,,
668GB,"COUER D'LENE VA CLINIC, ID",838,2,,,,,,,
668HK,"SPOKANE, WA (MOC)",992,2,,,,,,,
668MA,"SPOKANE, WA (DES)",992,2,,,,,,,
668QA,"COLVILLE VA CLINIC, WA",991,3,,,,,,,
668QB,"LIBBY VA CLINIC, MT",599,3,,,,,,,
668QD,"SANDPOINT VA CLINIC, ID",838,3,,,,,,,
668QE,"SPOKANE VA CLINIC, WA",992,2,,,,,,,
668QF,"TONASKET VA CLINIC, WA",988,3,,,,,,,
671,"AUDIE L. MURPHY MEM VET HOSP, TX",782,1,,,,,,,
671A4,"KERRVILLE VA MEDICAL CENTER, TX",780,1,,,,,,,
671BY,"FRANK M. TEJEDA VA OPC, TX ",782,2,,,,,,,
671GB,"VICTORIA VA CLINIC, TX",779,2,,,,,,,
671GC,"DEL RIO VA CLINIC, TX",788,2,,,,,,,
671GF,"SOUTH BEXAR COUNTY VA CLINIC, TX",782,2,,,,,,,
671GH,"BEEVILLE VA CLINIC, TX",781,2,,,,,,,
671GJ,"UVALDE VA CLINIC, TX",788,3,,,,,,,
671GK,"SAN ANTONIO VA CLINIC, TX ",782,2,,,,,,,
671GL,"NEW BRAUNFELS VA CLINIC, TX",781,2,,,,,,,
671GN,"SEGUIN VA CLINIC, TX ",781,2,,,,,,,
671GO,"NORTH CENTRAL FEDERAL VA CLIN, TX",782,2,,,,,,,
671GP,"BALCONES HEIGHTS VA CLINIC, TX",782,2,,,,,,,
671GQ,"SHAVANO PARK VA CLINIC, TX",782,2,,,,,,,
671MA,"FT SAM HOUSTON, TX (DES) (ARMY MED CNTR)",782,2,,,,,,,
671MB,"FT SAM HOUSTON, TX (DES) (59TH MED WING)",782,2,,,,,,,
671QA,"SOUTH TEXAS VA MOBILE CLINIC, TX",780,3,,,,,,,
671QB,"DATA POINT VA CLINIC, TX",782,2,,,,,,,
672,"SAN JUAN VA MEDICAL CENTER, PR",009,1,,,,,,,
672B0,"PONCE, PR",007,2,,,,,,,
672BZ,"MAYAGUEZ, PR",006,2,,,,,,,
672GA,"SAINT CROIX, VI",008,2,,,,,,,
672GB,"SAINT THOMAS, VI",008,2,,,,,,,
672GC,"ARECIBO, PR",006,2,,,,,,,
672GD,"CEIBA VA CLINIC, PR",007,2,,,,,,,
672GE,"GUAYAMA VA CLINIC, PR",007,2,,,,,,,
672QA,"COMERIO VA CLINIC, PR",007,2,,,,,,,
672QB,"UTUADO VA CLINIC, PR",006,3,,,,,,,
672QC,"VIEQUES VA CLINIC, PR",007,3,,,,,,,
673,"JAMES A. HALEY VETERANS HOSP, FL",336,1,,,,,,,
673BV,"TAMPA VA DOMICILIARY, FL",336,2,,,,,,,
673BZ,"NEW PORT RICHEY, FL",346,2,,,,,,,
673GB,"LAKELAND VA CLINIC, FL",338,2,,,,,,,
673GC,"BROOKSVILLE, FL",346,2,,,,,,,
673GF,"ZEPHYRHILLS VA CLINIC, FL",335,2,,,,,,,
673QA,"46th STREET NORTH VA CLINIC, FL",336,2,,,,,,,
673QB,"46th STREET SOUTH VA CLINIC, FL",336,2,,,,,,,
673QC,"WEST LAKELAND VA CLINIC, FL",338,2,,,,,,,
673QD,"DEER PARK VA CLINIC, FL",346,2,,,,,,,
673QE,"HIGHWAY NINETEEN VA CLINIC, FL",346,2,,,,,,,
673QF,"WINNERS CIRCLE VA CLINIC, FL",336,2,,,,,,,
673QG,"LITTLE ROAD VA CLINIC, FL",346,2,,,,,,,
673QH,"BRUCE B. DOWNS BOULEVARD VA CLINIC, FL",336,2,,,,,,,
673QI,"MEDICAL VIEW LANE VA CLINIC, FL",335,2,,,,,,,
673QJ,"HIDDEN RIVER VA CLINIC, FL",336,2,,,,,,,
673QK,"TAMPA 1 VA MOBILE CLINIC, FL",336,2,,,,,,,
673QL,"TAMPA 2 VA MOBILE CLINIC, FL",336,2,,,,,,,
674,"OLIN E. TEAGUE VET CENTER, TX",765,1,,,,,,,
674A4,"DORIS MILLER VAMC, TX",767,1,,,,,,,
674BY,"AUSTIN VA CLINIC, TX",787,2,,,,,,,
674GA,"PALESTINE VA CLINIC, TX",758,2,,,,,,,
674GB,"BROWNWOOD VA CLINIC, TX",768,2,,,,,,,
674GC,"BRYAN VA CLINIC, TX ",778,2,,,,,,,
674GD,"CEDAR PARK VA CLINIC, TX",786,2,,,,,,,
674GE,"MARLIN CBOC, TX ",766,2,,,,,,,
674GF,"TEMPLE VA CLINIC, TX",765,2,,,,,,,
674HB,"LA GRANGE VA CLINIC, TX",789,2,,,,,,,
674MA,"FT HOOD, TX (DES)",765,2,,,,,,,
675,"ORLANDO VA MEDICAL CENTER, FL",328,1,,,,,,,
675BU,"ORLANDO, FL (DOMICILIARY)",328,2,,,,,,,
675GA,"VIERA VA CLINIC, FL",329,2,,,,,,,
675GB,"WILLIAM V. CHAPPELL, JR. VOC, FL",321,3,,,,,,,
675GC,"KISSIMMEE VA CLINIC, FL",347,2,,,,,,,
675GD,"ORANGE CITY VA CLINIC, FL",327,2,,,,,,,
675GE,"TAVARES VA CLINIC, FL",327,2,,,,,,,
675GF,"CLERMONT, FL",347,2,,,,,,,
675GG,"LAKE BALDWIN VA CLINIC, FL",328,2,,,,,,,
675MA,"ORLANDO, FL (DES)",328,2,,,,,,,
675QB,"PORT ORANGE VA CLINIC, FL",321,3,,,,,,,
675QC,"WESTSIDE PAVILION VA CLINIC, FL",321,3,,,,,,,
675QD,"CROSSROADS VA CLINIC, FL",327,2,,,,,,,
675QE,"ORLANDO VA MOBILE CLINIC, FL",328,2,,,,,,,
675QF,"ORLANDO 2 VA MOBILE CLINIC, FL",328,2,,,,,,,
676,"TOMAH VA MEDICAL CENTER, WI",546,1,,,,,,,
676GA,"WAUSAU VA CLINIC, WI",544,2,,,,,,,
676GC,"RIVER VALLEY VA CLINIC, WI",546,2,,,,,,,
676GD,"WISCONSIN RAPIDS VA CLINIC, WI",544,2,,,,,,,
676GE,"CLARK COUNTY VA CLINIC, WI",544,2,,,,,,,
676QA,"TOMAH VA MOBILE CLINIC, WI",546,2,,,,,,,
678,"TUCSON VA MEDICAL CENTER, AZ",857,1,,,,,,,
678GA,"SIERRA VISTA VA CLINIC, AZ",856,2,,,,,,,
678GB,"YUMA VA CLINIC, AZ",853,2,,,,,,,
678GC,"CASA GRANDE, AZ",852,2,,,,,,,
678GD,"SAFFORD VA CLINIC, AZ",855,2,,,,,,,
678GE,"GREEN VALLEY VA CLINIC, AZ",856,2,,,,,,,
678GF,"NORTHWEST TUCSON VA CLINIC, AZ ",857,2,,,,,,,
678GG,"SOUTHEAST TUCSON VA CLINIC, AZ ",857,2,,,,,,,
678MA,"TUCSON, AZ  (DES) (DAVIS-MONTHAN)",857,2,,,,,,,
678MB,"TUCSON, AZ  (DES) (FORT HUACHUCA)",856,2,,,,,,,
679,"TUSCALOOSA VA MEDICAL CENTER, AL",354,1,,,,,,,
679GA,"SELMA VA CLINIC, AL",367,3,,,,,,,
679HK,"TUSCALOOSA VA MOBILE CLINIC, AL ",354,2,,,,,,,
679MA,"TUSCALOOSA, AL (DES)",354,2,,,,,,,
679PA,"TUSCALOOSA, AL (PRRTP)",354,2,,,,,,,
687,"JONATHAN M. WAINWRIGHT VAMC, WA",993,1,,,,,,,
687GA,"RICHLAND VA CLINIC, WA",993,2,,,,,,,
687GB,"LEWISTON VA CLINIC, ID",835,2,,,,,,,
687GC,"LA GRANDE, OR",978,2,,,,,,,
687HA,"YAKIMA, WA",989,2,,,,,,,
687QA,"GRANGEVILLE VA CLINIC, ID",838,3,,,,,,,
687QB,"MORROW COUNTY VA CLINIC, OR",978,3,,,,,,,
687QC,"WALLOWA COUNTY VA CLINIC, OR",978,3,,,,,,,
688,"WASHINGTON VA MEDICAL CENTER, DC",204,1,,,,,,,
688GA,"FORT BELVOIR VA CLINIC, VA",223,2,,,,,,,
688GB,"SOUTHEAST WASHINGTON VA CLINIC, DC ",200,2,,,,,,,
688GD,"CHARLOTTE HALL VA CLINIC, MD",206,2,,,,,,,
688GE,"S PRINCE GEORGES CITY VA CLINIC, MD",207,2,,,,,,,
688MA,"JOINT BASE ANDREWS, MD (DES)",207,2,,,,,,,
688MB,"WASHINGTON, DC (DES) (WRAMC)",203,2,,,,,,,
688MC,"BETHESDA, MD (DES)",208,2,,,,,,,
688MD,"FT BELVOIR, VA (DES)",220,2,,,,,,,
688ME,"QUANTICO, VA (DES)",221,2,,,,,,,
688MF,"WASHINGTON, DC (DES) (BOLLING AFB)",200,2,,,,,,,
688MG,"PATUXENT RIVER, MD (DES)",206,2,,,,,,,
688QA,"FRANKLIN STREET VA CLINIC, DC",200,2,,,,,,,
689,"WEST HAVEN VA MEDICAL CENTER, CT",065,1,,,,,,,
689A4,"NEWINGTON VA MEDICAL CENTER, CT",061,1,,,,,,,
689GA,"WATERBURY VA CLINIC, CT",067,2,,,,,,,
689GB,"STAMFORD VA CLINIC, CT",069,2,,,,,,,
689GC,"WILLIMANTIC VA CLINIC, CT",062,2,,,,,,,
689GD,"WINSTED VA CLINIC, CT",060,2,,,,,,,
689GE,"DANBURY VA CLINIC, CT",068,2,,,,,,,
689HC,"NEW LONDON, CT",063,2,,,,,,,
689MA,"WEST HAVEN, CT (DES)",065,2,,,,,,,
689QA,"ERRERA VA CLINIC, CT",065,2,,,,,,,
691,"WEST LOS ANGELES VAMC, CA",900,1,,,,,,,
6919AB,"VANURS SEPULVEDA, CA",913,1,,,,,,,
691A4,"SEPULVEDA VA MEDICAL CENTER, CA (CLC)",913,1,,,,,,,
691GB,"SANTA BARBARA VA CLINIC, CA",931,2,,,,,,,
691GC,"GARDENA VA CLINIC, CA",902,2,,,,,,,
691GD,"BAKERSFIELD VA CLINIC, CA",933,2,,,,,,,
691GE,"LOS ANGELES VA CLINIC, CA",900,2,,,,,,,
691GF,"EAST LOS ANGELES VA CLINIC, CA",900,2,,,,,,,
691GG,"ANTELOPE VALLEY VA CLINIC, CA",935,2,,,,,,,
691GK,"SAN LUIS OBISPO, CA",934,2,,,,,,,
691GL,"SANTA MARIA VA CLINIC, CA",934,2,,,,,,,
691GM,"OXNARD VA CLINIC, CA (PORT HUENEME)",930,2,,,,,,,
691MA,"LOS ANGELES, CA  (DES) (VANDENBURG AFB)",900,2,,,,,,,
691MB,"LOS ANGELES, CA  (DES) (EDWARDS AFB)",900,2,,,,,,,
691MC,"LOS ANGELES, CA  (DES) (LOS ANGELES AFB)",900,2,,,,,,,
692,"WHITE CITY VA MEDICAL CENTER, OR",975,1,,,,,,,
692GA,"KLAMATH FALLS VA CLINIC, OR",976,2,,,,,,,
692GB,"GRANTS PASS VA CLINIC, OR",975,2,,,,,,,
692QA,"KLAMATH FALLS VA MOBILE CLINIC, OR",976,3,,,,,,,
693,"WILKES-BARRE VA MEDICAL CENTER, PA",187,1,,,,,,,
693B4,"ALLENTOWN, PA",181,2,,,,,,,
693GA,"SAYRE, PA",188,2,,,,,,,
693GB,"WILLIAMSPORT VA CLINIC, PA",177,2,,,,,,,
693GC,"TOBYHANNA VA CLINIC, PA",184,2,,,,,,,
693GD,"SCRANTON, PA",185,2,,,,,,,
693GF,"COLUMBIA COUNTY VA CLINIC, PA",186,2,,,,,,,
693GG,"NORTHAMPTON COUNTY CBOC, PA",180,2,,,,,,,
693QA,"WAYNE COUNTY VA CLINIC, PA",184,3,,,,,,,
695,"CLEMENT J. ZABLOCKI VAMC, WI",532,1,,,,,,,
695BY,"APPLETON, WI",549,2,,,,,,,
695GA,"UNION GROVE CBOC, WI ",531,2,,,,,,,
695GC,"CLEVELAND, WI",530,2,,,,,,,
695GD,"MILO C. HUEMPFNER VA OPC, WI",543,3,,,,,,,
695QA,"MILWAUKEE VA CLINIC, WI",532,2,,,,,,,
740,"HARLINGEN VA CLINIC, TX",785,1,,,,,,,
740GA,"HARLINGEN CBOC, TX",785,2,,,,,,,
740GB,"MCALLEN CBOC, TX",785,2,,,,,,,
740GC,"CORPUS CHRISTI CBOC, TX",784,3,,,,,,,
740GD,"LAREDO CBOC, TX",780,3,,,,,,,
740GH,"SOUTH ENTERPRIZE VA CLINIC, TX",784,3,,,,,,,
740GI,"OLD BROWNSVILLE VA CLINIC, TX",784,3,,,,,,,
740GJ,"NORTH TENTH STREET VA CLINIC, TX",785,2,,,,,,,
740MA,"CORPUS CHRISTI, TX (DES)",784,2,,,,,,,
740QA,"TX VALLEY COASTAL BEND MOB CLN, TX",785,2,,,,,,,
756,"EL PASO VA CLINIC, TX",799,1,,,,,,,
756GA,"LAS CRUCES, NM",880,2,,,,,,,
756GB,"EL PASO EASTSIDE VA CLINIC, TX ",799,2,,,,,,,
756MA,"EL PASO, TX  (DES) (FT BLISS)",799,2,,,,,,,
756MB,"EL PASO, TX  (DES) (HOLLOMAN AFB)",799,2,,,,,,,
757,"CHALMERS P. WYLIE VETERANS OC, OH",432,1,,,,,,,
757GA,"ZANESVILLE VA CLINIC, OH",437,2,,,,,,,
757GB,"GROVE CITY VA CLINIC, OH",431,2,,,,,,,
757GC,"MARION VA CLINIC, OH",433,2,,,,,,,
757GD,"NEWARK VA CLINIC, OH",430,2,,,,,,,
757QA,"COLUMBUS 1 VA MOBILE CLINIC, OH",432,2,,,,,,,
757QB,"NORTH JAMES RD 2 VA MOBILE CLN, OH",432,2,,,,,,,
757QC,"COLUMBUS VA CLINIC, OH",432,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Abbreviations,,,,,,,,,,
CBOC  =  Community-Based Outpatient Clinic,,,,,,,,,,
CMC = Civilian Medical Center,,,,,,,,,,
DES= Disability Evaluation Service Clinic,,,,,,,,,,
MMU = Mobile Medical Unit,,,,,,,,,,
DOM  =  Independent Domiciliary,,,,,,,,,,
Sta #  =  VA Facility Number,,,,,,,,,,
HCC= Health Care Center,,,,,,,,,,
IOC  =  Independent Outpatient Clinic,,,,,,,,,,
MOC  =  Mobile Outreach Clinic,,,,,,,,,,
PBN  =  Provider-Based/Non-Provider-Based Designation,,,,,,,,,,
PBH  =  Provider-Based Hospital,,1,,,,,,,,
PBO  =  Provider-Based Outpatient Facility,,2,,,,,,,,
NPB  =  Non-Provider-Based Outpatient Facility,,3,,,,,,,,
SNF = Skilled Nursing Facility,,,,,,,,,,
VAMC  =  VA Medical Center,,,,,,,,,,
ZIP 3  =  First three digits of ZIP Code,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
