Package Name,Directory Name,Prefixes,File Numbers,File Names,Globals,VDL ID
,,,216.8,NURS CARE PLAN,,
,,,217,NURQ QI SUMMARY,,
,,,217.1,NURQ STANDARDS OF CARE/PRACTICE,,
,,,217.2,NURQ RATIONALE,,
,,,217.3,NURQ FREQUENCY,,
,,,219.7,*NURS CONVERSION NAME CHANGE,,
OCCUPATIONAL HEALTH RECORD-KEEPING SYSTEM,Occupational Health Record-Keeping System,OHRS,,,,186
OCCURRENCE SCREEN,Occurrence Screen,QAO,741,QA OCCURRENCE SCREEN,,49
,,,741.1,QA OCCURRENCE SCREEN CRITERIA,,
,,,741.2,QA OCCURRENCE REVIEW LEVEL,,
,,,741.3,*QA OCCURRENCE CLINICAL REVIEWER,,
,,,741.4,QA OCCURRENCE CLINICAL REFERRAL,,
,,,741.5,QA OCCURRENCE EXCEPTION,,
,,,741.6,QA OCCURRENCE FINDINGS,,
,,,741.7,QA OCCURRENCE ACTION,,
,,,741.8,QA OCCURRENCE SEVERITY OF OUTCOME,,
,,,741.9,QA OCCURRENCE TREATING SPECIALTY,,
,,,741.93,QA OCCURRENCE MEDICAL TEAM,,
,,,741.95,*QA OCCURRENCE NUMBER CASES SCREENED,,
,,,741.97,QA OCCURRENCE COMMITTEE,,
,,,741.99,QA OCCURRENCE AUTO RUN DATES,,
ONCOLOGY,Oncology,ONC,5.1,COUNTY,,81
,,,5.11,ZIP CODE,,
,,,160,ONCOLOGY PATIENT,,
,,,160.1,ONCOLOGY SITE PARAMETERS,,
,,,160.12,TYPE OF RECURRENCE,,
,,,160.14,NON CANCER-DIRECTED SURGERY,,
,,,160.15,ACOS STATE AT DIAGNOSIS,,
,,,160.16,ONCOLOGY DATA EXTRACT FORMAT,,
,,,160.17,ONCOLOGY PCE EXTRACT FORMAT,,
,,,160.19,FACILITY,,
,,,160.2,FORMS/INSTRUCTIONS,,
,,,160.3,PRIMARY PAYER AT DIAGNOSIS,,
,,,160.4,RECONSTRUCTIVE SURGERY,,
,,,160.6,SURGICAL APPROACH,,
,,,164,ICDO TOPOGRAPHY,,
,,,164.08,ICDO-SITES,,
,,,164.1,ICD-O-2 MORPHOLOGY,,
,,,164.14,ICDO SITE GROUPS FOR REPORTING,,
,,,164.15,TUMOR MARKERS,,
,,,164.17,KARNOFSKY'S RATING,,
,,,164.18,CHEMOTHERAPEUTIC DRUGS,,
,,,164.2,SITE-GROUP FOR ONCOLOGY,,
,,,164.3,OTHER STAGING FOR ONCOLOGY,,
,,,164.33,AJCC STAGING GROUPS,,
,,,164.4,COMMON CANCERS,,
,,,164.42,PRIMARY CANCER STATUS CODE,,
,,,164.43,GRADE,,
,,,164.45,AJCC STAGE GROUP,,
,,,164.46,RACE CODE FOR ONCOLOGY,,
,,,164.5,SEER CODE SET,,
,,,164.52,ONC CS SITE-SPECIFIC FACTORS,,
,,,164.6,TYPE OF STAGING SYSTEM (PEDIATRIC),,
,,,164.7,RADIATION TREATMENT VOLUME,,
,,,164.8,RADIATION COMPLETION STATUS,,
,,,164.9,WHO HISTOLOGICAL CLASSIFICATION,,
,,,165,ONCOLOGY CONTACT,,
,,,165.1,FOLLOW-UP FORM LETTER,,
,,,165.2,GEOCODES,,
,,,165.3,CLASS OF CASE,,
,,,165.5,ONCOLOGY PRIMARY,,
,,,165.55,CONVERSION FLAGS,,
,,,165.59,COMPUTED PRIMARY,,
,,,166,CASEFINDING SOURCE,,
,,,166.12,BLADDER PHYSICIAN SPECIALTY,,
,,,166.13,REGIONAL TREATMENT MODALITY,,
,,,166.3,ONCOLOGY SUBSITE,,
,,,167,HEMATOLOGIC TRANSPLANT/ENDOCRINE PROCEDURES,,
,,,168,TYPE OF REPORTING SOURCE,,
,,,169,TYPE OF MULTIPLE TUMORS,,
,,,169.3,ICD-O-3 MORPHOLOGY,,
,,,169.99,ONCOLOGY PACKAGE STATUS,,
ORDER ENTRY/RESULTS REPORTING,Order Entry Results Reporting,OR,100,ORDER,,61
,,OCX,100.01,ORDER STATUS,,
,,!ORRC,100.02,NATURE OF ORDER,,
,,!ORRJ,100.03,ORDER REASON,,
,,,100.05,ORDER CHECK INSTANCES,,
,,,100.1,ORDER STATISTICS,,
,,,100.2,OE/RR PATIENT EVENT,,
,,,100.21,OE/RR LIST,,
,,,100.22,OE/RR PRINT FIELDS,,
,,,100.23,OE/RR PRINT FORMATS,,
,,,100.24,OE/RR PT SEL COMBO,,
,,,100.4,OE/RR ERRORS,,
,,,100.5,OE/RR RELEASE EVENTS,,
,,,100.6,OE/RR AUTO-DC RULES,,
,,,100.8,ORDER CHECKS,,
,,,100.9,OE/RR NOTIFICATIONS,,
,,,100.98,DISPLAY GROUP,,
,,,100.99,ORDER PARAMETERS,,
,,,101.13,OR CPRS TABS,,
,,,101.15,OE/RR COM OBJECTS,,
,,,101.24,OE/RR REPORT,,
,,,101.3,ORDER EXECUTE CODES,,
,,,101.41,ORDER DIALOG,,
,,,101.42,ORDER URGENCY,,
,,,101.43,ORDERABLE ITEMS,,
,,,101.44,ORDER QUICK VIEW,,
,,,102.22,CPRS QUERY CONSTRAINT,,
,,,102.23,CPRS QUERY EDIT CONTROL,,
,,,102.24,CPRS QUERY DISPLAY FIELDS,,
,,,103,ORAM FLOWSHEET,,
,,,860.1,ORDER CHECK PATIENT ACTIVE DATA,,
,,,860.2,ORDER CHECK RULE,,
,,,860.3,ORDER CHECK ELEMENT,,
,,,860.4,ORDER CHECK DATA FIELD,,
,,,860.5,ORDER CHECK DATA SOURCE,,
,,,860.6,ORDER CHECK DATA CONTEXT,,
,,,860.7,ORDER CHECK PATIENT RULE EVENT,,
,,,860.8,ORDER CHECK COMPILER FUNCTIONS,,
,,,860.9,ORDER CHECK NATIONAL TERM,,
,,,861,ORDER CHECK RAW DATA LOG,,
,,,863,OCX MDD CLASS,,
,,,863.1,OCX MDD APPLICATION,,
,,,863.2,OCX MDD SUBJECT,,
,,,863.3,OCX MDD LINK,,
,,,863.4,OCX MDD ATTRIBUTE,,
,,,863.5,OCX MDD VALUES,,
,,,863.6,OCX MDD METHOD,,
,,,863.7,OCX MDD PUBLIC FUNCTION,,
,,,863.8,OCX MDD PARAMETER,,
,,,863.9,OCX MDD CONDITION/FUNCTION,,
,,,864,OCX MDD SITE PREFERENCES,,
,,,864.1,OCX MDD DATATYPE,,
OUTPATIENT PHARMACY,Outpatient Pharmacy,PSO,50.073,DUE QUESTIONNAIRE,PSCST,90
,,APSP,50.0731,DUE ANSWER SHEET,PSRX,
,,,50.0732,DUE QUESTION,,
,,,50.0733,DUE SECTION,,
,,,50.9,DRUG COST,,
,,,51.1,ADMINISTRATION SCHEDULE,,
,,,51.5,ORDER UNIT,,
,,,52,PRESCRIPTION,,
,,,52.11,PATIENT NOTIFICATION (Rx READY),,
,,,52.4,RX VERIFY,,
,,,52.41,PENDING OUTPATIENT ORDERS,,
,,,52.43,PRESCRIPTION REFILL REQUEST,,
,,,52.5,RX SUSPENSE,,
,,,52.51,PHARMACY EXTERNAL INTERFACE,,
,,,52.52,CLOZAPINE PRESCRIPTION OVERRIDES,,
,,,52.8,PHARMACY ARCHIVE,,
,,,52.85,EPHARMACY MEDICATION PROFILE PREFERENCES,,
,,,52.86,EPHARMACY SITE PARAMETERS,,
,,,52.87,PSO AUDIT LOG,,
,,,52.9,PHARMACY PRINTED QUEUE,,
,,,52.91,TPB ELIGIBILITY,,
,,,52.92,TPB INSTITUTION LETTERS,,
,,,53,RX PATIENT STATUS,,
,,,59,OUTPATIENT SITE,,
,,,59.1,OUTPATIENT AMIS DATA,,
,,,59.12,OUTPATIENT PHARMACY MANAGEMENT DATA,,
,,,59.2,WAITING TIME,,
,,,59.3,GROUP DISPLAY,,
,,,59.8,OUTPATIENT CLINIC SORT GROUP,,
PAID,PAID,PRS,450,PAID EMPLOYEE,,51
,,,450.11,PAID DOWNLOAD MESSAGE ERROR,,
,,,450.12,PAID DOWNLOAD MESSAGE,,
,,,451,POC DAILY TIME RECORDS,,
,,,451.1,NURSE ROLE,,
,,,451.4,POC TYPE OF TIME,,
,,,451.5,TYPE OF WORK,,
,,,451.6,REASON FOR OVERTIME,,
,,,451.7,POC DAILY ACTIVITY EXTRACTION,,
,,,452,PRSE STUDENT EDUCATION TRACKING,,
,,,452.1,PRSE PROGRAM/CLASS,,
,,,452.2,PRSE EDUCATION PROGRAM/CLASS SUPPLIER,,
,,,452.3,PRSE MANDATORY TRAINING (MI) CLASS GROUP,,
,,,452.4,PRSE EDUCATION PROGRAM/CLASS CATEGORY,,
,,,452.5,PRSE EDUCATION PRESENTATION MEDIA,,
,,,452.51,PRSE EMPLOYEE PURPOSE OF TRAINING,,
,,,452.6,PRSE SVC REASONS FOR TRAINING,,
,,,452.7,PRSE PARAMETERS,,
,,,452.8,PRSE EDUCATION REGISTRATION,,
,,,452.9,PRSE EDUCATION ACCREDITATION ORGANIZATIONS,,
,,,453,APPLICANT,,
,,,454,PAID CODE FILES,,
,,,454.1,PAID COST CENTER/ORGANIZATION,,
,,,455.1,8B ERROR MESSAGE,,
,,,455.5,T&L UNIT,,
,,,456,PAID PARAMETERS,,
,,,457.1,TOUR OF DUTY,,
,,,457.2,SPECIAL TOUR INDICATOR,,
,,,457.3,TYPE OF TIME,,
,,,457.4,TIME REMARKS,,
,,,457.5,PAY ENTITLEMENT,,
,,,457.6,ENVIRONMENTAL DIFFERENTIALS,,
,,,458,TIME & ATTENDANCE RECORDS,,
,,,458.1,LEAVE REQUESTS,,
,,,458.2,OT/CT REQUESTS,,
,,,458.3,ENVIRONMENTAL DIFF. REQUESTS,,
,,,458.4,PT PHYSICIAN EXTENDED ABSENCE,,
,,,458.5,PRIOR PP EXCEPTIONS,,
,,,458.6,OVERTIME WARNINGS,,
,,,458.7,PT PHYSICIAN MEMORANDUM,,
,,,458.8,RECESS TRACKING,,
,,,459,PAID PAYRUN DATA,,
PATCH MODULE,Patch Module,A1AE,11005,DHCP PATCHES,,20
,,,11005.1,DHCP PATCH MESSAGE,,
,,,11005.5,DHCP HFS MESSAGE,,
,,,11006,DHCP PROBLEMS,,
,,,11007,DHCP PATCH/PROBLEM PACKAGE,,
PATIENT ASSESSMENT DOCUMENTATION,Patient Assessment Documentation,NUPA,1927.09,NUPA SAVED NOTES,,193
,,,1927.2,NUPA ASSESSMENT PROBLEMS,,
,,,1927.23,NUPA PLAN DESCRIPTION,,
,,,1927.24,NUPA ASSESMENT INTERVENTIONS,,
,,,1927.3,NUPA ASSESSMENT DESCRIPTIONS,,
,,,1927.32,NUPA PCE INFO,,
,,,1927.4,NUPA CARE PLANS,,
,,,1927.401,NUPA CARE PLAN PRESSURE ULCERS,,
,,,1927.4011,NUPA CARE PLAN SKIN ALT TYPES,,
,,,1927.402,NUPA CARE PLAN IVS,,
,,,1927.403,NUPA CARE PLAN GI-GU DEVICES,,
,,,1927.41,NUPA COMPONENT ITEMS,,
,,,1927.5,NUPA CARE PLAN TEXT CHANGE LOG,,
,,,1927.6,NUPA DISCHARGE PLANNING GOAL COMMENTS,,
PATIENT DATA EXCHANGE,Patient Data Exchange,VAQ,394,*PDX TRANSACTION,,22
,,,394.1,*PDX DATA,,
,,,394.2,*PDX PARAMETER,,
,,,394.3,*PDX STATUS,,
,,,394.4,*PDX STATISTICS,,
,,,394.61,VAQ - TRANSACTION,,
,,,394.62,VAQ - DATA,,
,,,394.71,VAQ - DATA SEGMENT,,
,,,394.72,VAQ - ENCRYPTION METHOD,,
,,,394.73,VAQ - ENCRYPTED FIELDS,,
,,,394.81,VAQ - PARAMETER,,
,,,394.82,VAQ - RELEASE GROUP,,
,,,394.83,VAQ - OUTGOING GROUP,,
,,,394.84,VAQ - SEGMENT GROUP,,
,,,394.85,VAQ - STATUS,,
,,,394.86,VAQ - AUTO-NUMBERING,,
,,,394.87,VAQ - WORKLOAD,,
,,,394.88,VAQ - WORK,,
PATIENT REPRESENTATIVE,Patient Representative,QAC,745.1,CONSUMER CONTACT,,50
,,,745.2,CONTACT ISSUE CODE,,
,,,745.3,*QUALITY MATRIX,,
,,,745.4,CONGRESSIONAL OFFICE,,
,,,745.5,CONTACT DISCIPLINES,,
,,,745.55,QAC SERVICE/DISCIPLINE,,
,,,745.6,CUSTOMER SERVICE STANDARDS,,
PCE PATIENT CARE ENCOUNTER,PCE Patient Care Encounter,PX,150.1,ANCILLARY DSS ID,,82
,,EFDP,150.2,VSIT SITE CODES,,
,,VSIT,150.9,VISIT TRACKING PARAMETERS,,
,,AUPN,801,REMINDER ORDER CHECK ITEMS GROUP,,
,,AUPN,801.1,REMINDER ORDER CHECK RULES,,
,,AUTN,811.1,PCE CODE MAPPING,,
,,AUTT,812,PCE CUSTOMIZE REPORT,,
,,!PXRM,815,PCE PARAMETERS,,
,,,839.01,PCE DEVICE INTERFACE MODULE ERRORS,,
,,,839.7,PCE DATA SOURCE,,
,,,9000001,PATIENT/IHS,,
,,,9000010,VISIT,,
,,,9000010.06,V PROVIDER,,
,,,9000010.07,V POV,,
,,,9000010.11,V IMMUNIZATION,,
,,,9000010.12,V SKIN TEST,,
,,,9000010.13,V EXAM,,
,,,9000010.15,V TREATMENT,,
,,,9000010.16,V PATIENT ED,,
,,,9000010.18,V CPT,,
,,,9000010.23,V HEALTH FACTORS,,
,,,9999999.06,LOCATION,,
,,,9999999.09,EDUCATION TOPICS,,
,,,9999999.14,IMMUNIZATION,,
,,,9999999.15,EXAM,,
,,,9999999.17,TREATMENT,,
,,,9999999.27,PROVIDER NARRATIVE,,
,,,9999999.28,SKIN TEST,,
,,,9999999.64,HEALTH FACTORS,,
PHARMACY BENEFITS MANAGEMENT,Pharmacy Benefits Management,PSU,59.9,PBM PATIENT DEMOGRAPHICS,,91
PHARMACY DATA MANAGEMENT,Pharmacy Data Management,PSS,50,DRUG,,93
,,,50.4,DRUG ELECTROLYTES,,
,,,50.416,DRUG INGREDIENTS,,
,,,50.606,DOSAGE FORM,,
,,,50.7,PHARMACY ORDERABLE ITEM,,
,,,51,MEDICATION INSTRUCTION,,
,,,51.23,STANDARD MEDICATION ROUTES,,
,,,51.24,DOSE UNITS,,
,,,51.7,DRUG TEXT,,
,,,52.53,PHARMACY AUTOMATED DISPENSING DEVICES,,
,,,52.6,IV ADDITIVES,,
,,,52.7,IV SOLUTIONS,,
,,,54,RX CONSULT,,
,,,55,PHARMACY PATIENT,,
,,,59.7,PHARMACY SYSTEM,,
,,,59.73,VENDOR DISABLE/ENABLE,,
,,,59.74,VENDOR INTERFACE DATA,,
,,,9009032.3,APSP INTERVENTION TYPE,,
,,,9009032.4,APSP INTERVENTION,,
,,,9009032.5,APSP INTERVENTION RECOMMENDATION,,
PHARMACY ENTERPRISE CUSTOMIZATION SYSTEM,Pharmacy Enterprise Customization System,PREC,,,,204
PHARMACY PRESCRIPTION PRACTICE,Pharmacy Prescription Practice,PPP,,,,94
PHARMACY PRODUCT SYSTEM-NATIONAL,Pharmacy Product System - National,PREN,,,202
POLICE & SECURITY,Police and Security,ES,910,ESP MASTER NAME INDEX,,52
,,,910.1,ESP ACTIVITY REPORT,,
,,,910.2,ESP POLICE REGISTRATION LOG,,
,,,910.7,ESP SELECTABLES,,
,,,910.8,ESP EVIDENCE,,
,,,911,ESP ACTIVITY CODES,,
,,,911.2,ESP DISPOSITION CODES,,
,,,912,ESP OFFENSE REPORT,,
,,,912.3,ESP CRIME DATA-BY-FACILITY,,
,,,912.4,ESP CRIME DATA,,
,,,912.5,ESP POLICE TRAINING,,
,,,912.7,ESP CRIME CATEGORIES,,
,,,912.8,ESP CRIME TYPES,,
,,,912.9,ESP CRIME SUB-TYPES,,
,,,913,ESP WANTS & WARRANTS,,
,,,914,ESP VIOLATIONS,,
,,,915,ESP OFFENSE CODES,,
,,,916,ESP DAILY JOURNAL,,
PROBLEM LIST,Problem List,GMPL,125,PROBLEM SELECTION LIST,,64
,,,125.1,PROBLEM SELECTION LIST CONTENTS,,
,,,125.11,PROBLEM SELECTION CATEGORY,,
,,,125.12,PROBLEM SELECTION CATEGORY CONTENTS,,
,,,125.8,PROBLEM LIST AUDIT,,
,,,125.99,PROBLEM LIST SITE PARAMETERS,,
,,,9000011,PROBLEM,,
PROSTHETICS,Prosthetics,RMPR,660,RECORD OF PROS APPLIANCE/REPAIR,,96
,,RMPO,660.1,PROS RETURNED/CONDEMNED,,
,,RMPS,660.2,PROSTHETICS RE-ISSUE ITEM,,
,,,661,PROS ITEM MASTER,,
,,,661.1,PROSTHETIC HCPCS,,
,,,661.11,PROSTHETICS HCPCS ITEM MASTER FILE,,
,,,661.2,PROS STOCK ITEM RECORD,,
,,,661.3,PROS ITEM LOCATION,,
,,,661.4,HCPCS INVENTORY,,
,,,661.41,HCPCS INVENTORY ORDER AND REORDER,,
,,,661.5,PROSTHETIC STOCK LOCATION,,
,,,661.6,PROSTHETIC INVENTORY TRANSACTION,,
,,,661.63,PROSTHETIC TRANSACTION PATIENT ISSUE,,
,,,661.69,PROSTHETIC INVENTORY GAIN/LOSS,,
,,,661.7,PROSTHETIC CURRENT STOCK,,
,,,661.8,VENDOR PRODUCT HCPCS MAP,,
,,,661.9,PROSTHETICS HCPCS RUNNING BALANCE,,
,,,662,PROS DISABILITY CODE,,
,,,663,PROS AMIS CODES,,
,,,663.2,ACTIVITIES NEW/REPAIR WORKSHEET TOTALS,,
,,,663.3,PROSTHETIC DISABILITY WORKSHEET,,
,,,663.4,PROSTHETIC APPOINTMENT WORKSHEET,,
,,,664,PROSTHETICS 1358,,
,,,664.1,PROSTHETIC 2529-3,,
,,,664.2,PROSTHETIC WORK ORDER,,
,,,664.3,PROSTHETIC LAB HOURS DATE,,
,,,664.4,PROS LABORATORY/RESTORATIONS WORKSHEET,,
,,,665,PROSTHETICS PATIENT,,
,,,665.1,PROSTHETIC HOME/LIAISON VISITS,,
,,,665.2,PROS LETTER,,
,,,665.4,PROS LETTER TRANSACTION FILE,,
,,,665.72,HOME OXYGEN TRANSACTIONS FILE,,
,,,667,VEHICLE OF RECORD,,
,,,667.1,PROS AUTO-ADAPTIVE EQUIP,,
,,,667.2,AUTO-ADAPTIVE MANUFACTURER,,
,,,667.3,V.O.R. TRANSACTION,,
,,,668,PROSTHETIC SUSPENSE,,
,,,669.1,PROSTHETIC LAB W.O #,,
,,,669.9,PROSTHETICS SITE PARAMETERS,,
QUALITY ASSURANCE INTEGRATION,Quality Assurance Integration,QAQ,740,QUALITY ASSURANCE SITE PARAMETERS,,117
,,,740.1,AD HOC MACRO,,
,,,740.5,QA AUDIT,,
QUASAR,Quasar,ACKQ,509850,CDR ACCOUNT,ACK,97
,,,509850.1,A&SP DIAGNOSTIC CONDITION,,
,,,509850.2,A&SP PATIENT,,
,,,509850.3,A&SP STAFF,,
,,,509850.4,A&SP PROCEDURE CODE,,
,,,509850.5,A&SP PROCEDURE MODIFIER,,
,,,509850.6,A&SP CLINIC VISIT,,
,,,509850.7,A&SP WORKLOAD,,
,,,509850.8,A&SP SITE PARAMETERS,,
,,,509850.9,AUDIOMETRIC EXAM DATA,,
RADIOLOGY/NUCLEAR MEDICINE,Radiology Nuclear Medicine,RA,34,CONTRACT/SHARING AGREEMENTS,,98
,,,70,RAD/NUC MED PATIENT,,
,,,70.2,NUC MED EXAM DATA,,
,,,71,RAD/NUC MED PROCEDURES,,
,,,71.1,MAJOR RAD/NUC MED AMIS CODES,,
,,,71.2,PROCEDURE MODIFIERS,,
,,,71.3,RAD/NUC MED COMMON PROCEDURE,,
,,,71.4,RAD/NUC MED PROCEDURE MESSAGE,,
,,,71.5,IMAGING STOP CODES,,
,,,71.6,ROUTE OF ADMINISTRATION,,
,,,71.7,SITE OF ADMINISTRATION,,
,,,71.8,RADIOPHARMACEUTICAL SOURCE,,
,,,71.9,RADIOPHARMACEUTICAL LOT,,
,,,72,EXAMINATION STATUS,,
,,,73.1,RAD MODALITY DEFINED TERMS,,
,,,73.2,RADIOLOGY CPT BY PROCEDURE TYPE,,
,,,74,RAD/NUC MED REPORTS,,
,,,74.1,STANDARD REPORTS,,
,,,74.2,REPORT BATCHES,,
,,,74.3,REPORT DISTRIBUTION QUEUE,,
,,,74.4,REPORT DISTRIBUTION,,
,,,75.1,RAD/NUC MED ORDERS,,
,,,75.2,RAD/NUC MED REASON,,
,,,78.1,COMPLICATION TYPES,,
,,,78.2,LBL/HDR/FTR FORMATS,,
,,,78.3,DIAGNOSTIC CODES,,
,,,78.4,FILM SIZES,,
,,,78.6,CAMERA/EQUIP/RM,,
,,,78.7,LABEL PRINT FIELDS,,
,,,79,RAD/NUC MED DIVISION,,
,,,79.1,IMAGING LOCATIONS,,
,,,79.2,IMAGING TYPE,,
,,,79.3,HL7 MESSAGE EXCEPTIONS,,
,,,79.7,RAD/NUC MED HL7 APPLICATION EXCEPTION,,
RECORD TRACKING,Record Tracking,RT,190,RECORDS,,53
,,,190.1,REQUESTED RECORDS,,
,,,190.2,MISSING RECORDS,,
,,,190.3,RECORD MOVEMENT HISTORY,,
,,,194.2,PULL LIST,,
,,,194.3,RECORD TRACKING SORT GLOBAL,,
,,,194.4,LABEL FORMAT,,
,,,194.5,LABEL PRINT FIELD,,
,,,195.1,RECORD TRACKING APPLICATION,,
,,,195.2,RECORD TYPES,,
,,,195.3,RECORD MOVEMENT TYPES,,
,,,195.4,RECORD TRACKING SYSTEM PARAMETERS,,
,,,195.6,REASONS,,
,,,195.9,BORROWERS/FILE AREAS,,
REGISTRATION,Registration,DG,2,PATIENT,,55
,,DGQE,8,ELIGIBILITY CODE,,
,,DPT,8.1,MAS ELIGIBILITY CODE,,
,,VA,8.2,IDENTIFICATION FORMAT,,
,,VIC,10,RACE,,
,,!DGBT,10.2,ETHNICITY,,
,,!DGJ,10.3,RACE AND ETHNICITY COLLECTION METHOD,,
,,!DGYA,11,MARITAL STATUS,,
,,!VALM,13,RELIGION,,
,,,21,PERIOD OF SERVICE,,
,,,22,POW PERIOD,,
,,,23,BRANCH OF SERVICE,,
,,,25,TYPE OF DISCHARGE,,
,,,26.11,PRF LOCAL FLAG,,
,,,26.12,PRF LOCAL FLAG HISTORY,,
,,,26.13,PRF ASSIGNMENT,,
,,,26.14,PRF ASSIGNMENT HISTORY,,
,,,26.15,PRF NATIONAL FLAG,,
,,,26.16,PRF TYPE,,
,,,26.17,PRF HL7 TRANSMISSION LOG,,
,,,26.18,PRF PARAMETERS,,
,,,26.19,PRF HL7 QUERY LOG,,
,,,26.21,PRF HL7 EVENT,,
,,,27.11,PATIENT ENROLLMENT,,
,,,27.12,ENROLLMENT QUERY LOG,,
,,,27.14,ENROLLMENT/ELIGIBILITY UPLOAD AUDIT,,
,,,27.15,ENROLLMENT STATUS,,
,,,27.16,ENROLLMENT GROUP THRESHOLD,,
,,,27.17,CATASTROPHIC DISABILITY REASONS,,
,,,27.18,PENSION AWARD REASONS,,
,,,28.11,NOSE AND THROAT RADIUM HISTORY,,
,,,29.11,MST HISTORY,,
,,,30,DISPOSITION LATE REASON,,
,,,35,OTHER FEDERAL AGENCY,,
,,,35.1,SHARING AGREEMENT CATEGORY,,
,,,35.2,SHARING AGREEMENT SUB-CATEGORY,,
,,,37,DISPOSITION,,
,,,38.1,DG SECURITY LOG,,
,,,38.5,INCONSISTENT DATA,,
,,,38.6,INCONSISTENT DATA ELEMENTS,,
,,,39.1,EMBOSSED CARD TYPE,,
,,,39.2,EMBOSSING DATA,,
,,,39.3,EMBOSSER EQUIPMENT FILE,,
,,,39.4,ADT/HL7 TRANSMISSION,,
,,,39.6,VIC REQUEST,,
,,,39.7,VIC HL7 TRANSMISSION LOG,,
,,,40.1,OPC,,
,,,40.15,OPC ERRORS,,
,,,40.8,MEDICAL CENTER DIVISION,,
,,,41.1,SCHEDULED ADMISSION,,
,,,41.41,PRE-REGISTRATION AUDIT,,
,,,41.42,PRE-REGISTRATION CALL LIST,,
,,,41.43,PRE-REGISTRATION CALL LOG,,
,,,41.9,CENSUS,,
,,,42,WARD LOCATION,,
,,,42.4,SPECIALTY,,
,,,42.5,WAIT LIST,,
,,,42.55,PRIORITY GROUPING,,
,,,42.6,AMIS 334-341,,
,,,42.7,AMIS 345&346,,
,,,43,MAS PARAMETERS,,
,,,43.1,MAS EVENT RATES,,
,,,43.11,MAS AWARD,,
,,,43.4,VA ADMITTING REGULATION,,
,,,43.5,G&L CORRECTIONS,,
,,,43.61,G&L TYPE OF CHANGE,,
,,,43.7,ADT TEMPLATE,,
,,,45,PTF,,
,,,45.1,SOURCE OF ADMISSION,,
,,,45.2,PTF TRANSFERRING FACILITY,,
,,,45.3,SURGICAL SPECIALTY,,
,,,45.4,PTF DIALYSIS TYPE,,
,,,45.5,PTF MESSAGE,,
,,,45.6,PLACE OF DISPOSITION,,
,,,45.61,PTF ABUSED SUBSTANCE,,
,,,45.62,PTF ARCHIVE/PURGE HISTORY FILE,,
,,,45.64,PTF AUSTIN ERROR CODES,,
,,,45.68,FACILITY SUFFIX,,
,,,45.7,FACILITY TREATING SPECIALTY,,
,,,45.81,STATION TYPE,,
,,,45.82,CATEGORY OF BENEFICIARY,,
,,,45.83,PTF RELEASE,,
,,,45.84,PTF CLOSE OUT,,
,,,45.85,CENSUS WORKFILE,,
,,,45.86,PTF CENSUS DATE,,
,,,45.87,PTF TRANSACTION REQUEST LOG,,
,,,45.88,PTF EXPANDED CODE CATEGORY,,
,,,45.89,PTF EXPANDED CODE,,
,,,45.9,PAF,,
,,,45.91,RUG-II,,
,,,46,INPATIENT CPT CODE,,
,,,46.1,INPATIENT POV,,
,,,46.11,RAI MDS MONITOR,,
,,,46.12,RAI MDS WARD TRANSLATION,,
,,,46.13,RAI MDS ROOM-BED TRANSLATION,,
,,,46.14,RAI MDS ASIH PATIENT,,
,,,47,MAS FORMS AND SCREENS,,
,,,48,MAS RELEASE NOTES,,
,,,48.5,MAS MODULE,,
,,,389.9,STATION NUMBER (TIME SENSITIVE),,
,,,390,ENROLLMENT RATED DISABILITY UPLOAD AUDIT,,
,,,391,TYPE OF PATIENT,,
,,,391.1,AMIS SEGMENT,,
,,,391.23,DG REGISTER ONCE FIELD DEFINITION,,
,,,391.31,HOME TELEHEALTH PATIENT,,
,,,391.71,ADT/HL7 PIVOT,,
,,,391.72,ADT/HL7 EVENT REASON,,
,,,391.91,TREATING FACILITY LIST,,
,,,391.92,VAFC ASSIGNING AUTHORITY,,
,,,391.98,PATIENT DATA EXCEPTION,,
,,,391.984,EXCEPTION STATUS,,
,,,391.99,PATIENT DATA ELEMENT,,
,,,405,PATIENT MOVEMENT,,
,,,405.1,FACILITY MOVEMENT TYPE,,
,,,405.2,MAS MOVEMENT TYPE,,
,,,405.3,MAS MOVEMENT TRANSACTION TYPE,,
,,,405.4,ROOM-BED,,
,,,405.5,MAS OUT-OF-SERVICE,,
,,,405.6,ROOM-BED DESCRIPTION,,
,,,406.41,LODGING REASON,,
,,,407.7,TRANSMISSION ROUTERS,,
,,,408,DISCRETIONARY WORKLOAD,,
,,,408.11,RELATIONSHIP,,
,,,408.12,PATIENT RELATION,,
,,,408.13,INCOME PERSON,,
,,,408.41,MEANS TEST CHANGES,,
,,,408.42,MEANS TEST CHANGES TYPE,,
RELEASE OF INFORMATION - DSSI,Release Of Information - DSSI,DSIR,,,,
REMOTE ORDER/ENTRY SYSTEM,Remote Order Entry System,RMPF,791810,STATION ORDER,,99
,,RMPJ,791810.1,ORDER TYPE,,
,,,791810.2,ORDER STATUS,,
,,,791810.3,DISABILITY,,
,,,791810.4,ROES ELIGIBILITY,,
,,,791810.5,ROES MENU,,
,,,791810.6,ORDER DELAY REASONS,,
,,,791811,REMOTE INVENTORY PRODUCT,,
,,,791811.1,REMOTE PRODUCT GROUP,,
,,,791811.2,HEARING AID COMPONENTS,,
,,,791811.3,BATTERY,,
